t,x,tachyon_field,tachyon_velocity,tachyon_gradient,gauge_field,potential,energy_density,is_soliton_core
0.0000,-5.0000,-0.098661,0.000000,0.000691,0.000193,0.995153,0.995153,0
0.0000,-4.9219,-0.098553,0.000000,0.001437,0.000230,0.995163,0.995164,0
0.0000,-4.8438,-0.098437,0.000000,0.001552,0.000272,0.995175,0.995176,0
0.0000,-4.7656,-0.098311,0.000000,0.001676,0.000321,0.995187,0.995188,0
0.0000,-4.6875,-0.098175,0.000000,0.001810,0.000379,0.995200,0.995202,0
0.0000,-4.6094,-0.098028,0.000000,0.001954,0.000445,0.995214,0.995216,0
0.0000,-4.5312,-0.097869,0.000000,0.002110,0.000522,0.995230,0.995232,0
0.0000,-4.4531,-0.097698,0.000000,0.002277,0.000610,0.995246,0.995249,0
0.0000,-4.3750,-0.097514,0.000000,0.002458,0.000711,0.995264,0.995267,0
0.0000,-4.2969,-0.097314,0.000000,0.002652,0.000826,0.995284,0.995287,0
0.0000,-4.2188,-0.097099,0.000000,0.002861,0.000958,0.995304,0.995308,0
0.0000,-4.1406,-0.096867,0.000000,0.003087,0.001107,0.995327,0.995331,0
0.0000,-4.0625,-0.096617,0.000000,0.003329,0.001277,0.995351,0.995356,0
0.0000,-3.9844,-0.096347,0.000000,0.003589,0.001468,0.995376,0.995383,0
0.0000,-3.9062,-0.096056,0.000000,0.003870,0.001684,0.995404,0.995412,0
0.0000,-3.8281,-0.095743,0.000000,0.004171,0.001926,0.995434,0.995443,0
0.0000,-3.7500,-0.095405,0.000000,0.004494,0.002197,0.995466,0.995476,0
0.0000,-3.6719,-0.095040,0.000000,0.004841,0.002499,0.995501,0.995512,0
0.0000,-3.5938,-0.094648,0.000000,0.005213,0.002835,0.995538,0.995551,0
0.0000,-3.5156,-0.094226,0.000000,0.005612,0.003207,0.995577,0.995593,0
0.0000,-3.4375,-0.093771,0.000000,0.006040,0.003619,0.995620,0.995638,0
0.0000,-3.3594,-0.093282,0.000000,0.006498,0.004072,0.995665,0.995686,0
0.0000,-3.2812,-0.092756,0.000000,0.006987,0.004570,0.995714,0.995738,0
0.0000,-3.2031,-0.092190,0.000000,0.007511,0.005114,0.995765,0.995794,0
0.0000,-3.1250,-0.091582,0.000000,0.008069,0.005708,0.995821,0.995853,0
0.0000,-3.0469,-0.090929,0.000000,0.008666,0.006354,0.995880,0.995918,0
0.0000,-2.9688,-0.090228,0.000000,0.009301,0.007053,0.995943,0.995986,0
0.0000,-2.8906,-0.089476,0.000000,0.009977,0.007808,0.996010,0.996060,0
0.0000,-2.8125,-0.088670,0.000000,0.010696,0.008621,0.996082,0.996139,0
0.0000,-2.7344,-0.087805,0.000000,0.011459,0.009493,0.996157,0.996223,0
0.0000,-2.6562,-0.086879,0.000000,0.012268,0.010424,0.996238,0.996313,0
0.0000,-2.5781,-0.085888,0.000000,0.013124,0.011416,0.996323,0.996409,0
0.0000,-2.5000,-0.084828,0.000000,0.014029,0.012468,0.996413,0.996511,0
0.0000,-2.4219,-0.083696,0.000000,0.014983,0.013580,0.996508,0.996620,0
0.0000,-2.3438,-0.082487,0.000000,0.015988,0.014751,0.996608,0.996735,0
0.0000,-2.2656,-0.081198,0.000000,0.017043,0.015980,0.996712,0.996858,0
0.0000,-2.1875,-0.079824,0.000000,0.018149,0.017265,0.996822,0.996987,0
0.0000,-2.1094,-0.078362,0.000000,0.019305,0.018602,0.996938,0.997124,0
0.0000,-2.0312,-0.076808,0.000000,0.020511,0.019988,0.997058,0.997268,0
0.0000,-1.9531,-0.075157,0.000000,0.021765,0.021420,0.997182,0.997419,0
0.0000,-1.8750,-0.073407,0.000000,0.023064,0.022892,0.997312,0.997578,0
0.0000,-1.7969,-0.071554,0.000000,0.024407,0.024398,0.997445,0.997743,0
0.0000,-1.7188,-0.069594,0.000000,0.025790,0.025934,0.997583,0.997916,0
0.0000,-1.6406,-0.067524,0.000000,0.027208,0.027492,0.997725,0.998095,0
0.0000,-1.5625,-0.065342,0.000000,0.028656,0.029064,0.997869,0.998280,0
0.0000,-1.4844,-0.063046,0.000000,0.030129,0.030642,0.998016,0.998470,0
0.0000,-1.4062,-0.060635,0.000000,0.031619,0.032219,0.998165,0.998664,0
0.0000,-1.3281,-0.058106,0.000000,0.033119,0.033786,0.998314,0.998863,0
0.0000,-1.2500,-0.055460,0.000000,0.034620,0.035332,0.998464,0.999063,0
0.0000,-1.1719,-0.052697,0.000000,0.036112,0.036850,0.998613,0.999265,0
0.0000,-1.0938,-0.049817,0.000000,0.037586,0.038328,0.998760,0.999467,0
0.0000,-1.0156,-0.046824,0.000000,0.039031,0.039758,0.998905,0.999666,0
0.0000,-0.9375,-0.043719,0.000000,0.040435,0.041129,0.999045,0.999863,0
0.0000,-0.8594,-0.040506,0.000000,0.041786,0.042432,0.999180,1.000053,0
0.0000,-0.7812,-0.037190,0.000000,0.043072,0.043658,0.999309,1.000236,0
0.0000,-0.7031,-0.033776,0.000000,0.044281,0.044798,0.999430,1.000410,0
0.0000,-0.6250,-0.030271,0.000000,0.045402,0.045843,0.999542,1.000573,0
0.0000,-0.5469,-0.026682,0.000000,0.046422,0.046785,0.999644,1.000722,0
0.0000,-0.4688,-0.023018,0.000000,0.047331,0.047617,0.999735,1.000855,0
0.0000,-0.3906,-0.019287,0.000000,0.048118,0.048333,0.999814,1.000972,0
0.0000,-0.3125,-0.015499,0.000000,0.048776,0.048927,0.999880,1.001069,0
0.0000,-0.2344,-0.011665,0.000000,0.049296,0.049393,0.999932,1.001147,0
0.0000,-0.1562,-0.007797,0.000000,0.049671,0.049729,0.999970,1.001203,0
0.0000,-0.0781,-0.003904,0.000000,0.049899,0.049932,0.999992,1.001237,0
0.0000,0.0000,0.000000,0.000000,0.049975,0.050000,1.000000,1.001249,0
0.0000,0.0781,0.003904,0.000000,0.049899,0.049932,0.999992,1.001237,0
0.0000,0.1562,0.007797,0.000000,0.049671,0.049729,0.999970,1.001203,0
0.0000,0.2344,0.011665,0.000000,0.049296,0.049393,0.999932,1.001147,0
0.0000,0.3125,0.015499,0.000000,0.048776,0.048927,0.999880,1.001069,0
0.0000,0.3906,0.019287,0.000000,0.048118,0.048333,0.999814,1.000972,0
0.0000,0.4688,0.023018,0.000000,0.047331,0.047617,0.999735,1.000855,0
0.0000,0.5469,0.026682,0.000000,0.046422,0.046785,0.999644,1.000722,0
0.0000,0.6250,0.030271,0.000000,0.045402,0.045843,0.999542,1.000573,0
0.0000,0.7031,0.033776,0.000000,0.044281,0.044798,0.999430,1.000410,0
0.0000,0.7812,0.037190,0.000000,0.043072,0.043658,0.999309,1.000236,0
0.0000,0.8594,0.040506,0.000000,0.041786,0.042432,0.999180,1.000053,0
0.0000,0.9375,0.043719,0.000000,0.040435,0.041129,0.999045,0.999863,0
0.0000,1.0156,0.046824,0.000000,0.039031,0.039758,0.998905,0.999666,0
0.0000,1.0938,0.049817,0.000000,0.037586,0.038328,0.998760,0.999467,0
0.0000,1.1719,0.052697,0.000000,0.036112,0.036850,0.998613,0.999265,0
0.0000,1.2500,0.055460,0.000000,0.034620,0.035332,0.998464,0.999063,0
0.0000,1.3281,0.058106,0.000000,0.033119,0.033786,0.998314,0.998863,0
0.0000,1.4062,0.060635,0.000000,0.031619,0.032219,0.998165,0.998664,0
0.0000,1.4844,0.063046,0.000000,0.030129,0.030642,0.998016,0.998470,0
0.0000,1.5625,0.065342,0.000000,0.028656,0.029064,0.997869,0.998280,0
0.0000,1.6406,0.067524,0.000000,0.027208,0.027492,0.997725,0.998095,0
0.0000,1.7188,0.069594,0.000000,0.025790,0.025934,0.997583,0.997916,0
0.0000,1.7969,0.071554,0.000000,0.024407,0.024398,0.997445,0.997743,0
0.0000,1.8750,0.073407,0.000000,0.023064,0.022892,0.997312,0.997578,0
0.0000,1.9531,0.075157,0.000000,0.021765,0.021420,0.997182,0.997419,0
0.0000,2.0312,0.076808,0.000000,0.020511,0.019988,0.997058,0.997268,0
0.0000,2.1094,0.078362,0.000000,0.019305,0.018602,0.996938,0.997124,0
0.0000,2.1875,0.079824,0.000000,0.018149,0.017265,0.996822,0.996987,0
0.0000,2.2656,0.081198,0.000000,0.017043,0.015980,0.996712,0.996858,0
0.0000,2.3438,0.082487,0.000000,0.015988,0.014751,0.996608,0.996735,0
0.0000,2.4219,0.083696,0.000000,0.014983,0.013580,0.996508,0.996620,0
0.0000,2.5000,0.084828,0.000000,0.014029,0.012468,0.996413,0.996511,0
0.0000,2.5781,0.085888,0.000000,0.013124,0.011416,0.996323,0.996409,0
0.0000,2.6562,0.086879,0.000000,0.012268,0.010424,0.996238,0.996313,0
0.0000,2.7344,0.087805,0.000000,0.011459,0.009493,0.996157,0.996223,0
0.0000,2.8125,0.088670,0.000000,0.010696,0.008621,0.996082,0.996139,0
0.0000,2.8906,0.089476,0.000000,0.009977,0.007808,0.996010,0.996060,0
0.0000,2.9688,0.090228,0.000000,0.009301,0.007053,0.995943,0.995986,0
0.0000,3.0469,0.090929,0.000000,0.008666,0.006354,0.995880,0.995918,0
0.0000,3.1250,0.091582,0.000000,0.008069,0.005708,0.995821,0.995853,0
0.0000,3.2031,0.092190,0.000000,0.007511,0.005114,0.995765,0.995794,0
0.0000,3.2812,0.092756,0.000000,0.006987,0.004570,0.995714,0.995738,0
0.0000,3.3594,0.093282,0.000000,0.006498,0.004072,0.995665,0.995686,0
0.0000,3.4375,0.093771,0.000000,0.006040,0.003619,0.995620,0.995638,0
0.0000,3.5156,0.094226,0.000000,0.005612,0.003207,0.995577,0.995593,0
0.0000,3.5938,0.094648,0.000000,0.005213,0.002835,0.995538,0.995551,0
0.0000,3.6719,0.095040,0.000000,0.004841,0.002499,0.995501,0.995512,0
0.0000,3.7500,0.095405,0.000000,0.004494,0.002197,0.995466,0.995476,0
0.0000,3.8281,0.095743,0.000000,0.004171,0.001926,0.995434,0.995443,0
0.0000,3.9062,0.096056,0.000000,0.003870,0.001684,0.995404,0.995412,0
0.0000,3.9844,0.096347,0.000000,0.003589,0.001468,0.995376,0.995383,0
0.0000,4.0625,0.096617,0.000000,0.003329,0.001277,0.995351,0.995356,0
0.0000,4.1406,0.096867,0.000000,0.003087,0.001107,0.995327,0.995331,0
0.0000,4.2188,0.097099,0.000000,0.002861,0.000958,0.995304,0.995308,0
0.0000,4.2969,0.097314,0.000000,0.002652,0.000826,0.995284,0.995287,0
0.0000,4.3750,0.097514,0.000000,0.002458,0.000711,0.995264,0.995267,0
0.0000,4.4531,0.097698,0.000000,0.002277,0.000610,0.995246,0.995249,0
0.0000,4.5312,0.097869,0.000000,0.002110,0.000522,0.995230,0.995232,0
0.0000,4.6094,0.098028,0.000000,0.001954,0.000445,0.995214,0.995216,0
0.0000,4.6875,0.098175,0.000000,0.001810,0.000379,0.995200,0.995202,0
0.0000,4.7656,0.098311,0.000000,0.001676,0.000321,0.995187,0.995188,0
0.0000,4.8438,0.098437,0.000000,0.001552,0.000272,0.995175,0.995176,0
0.0000,4.9219,0.098553,0.000000,0.000746,0.000230,0.995163,0.995163,0
1.5000,-5.0000,-0.198590,-0.137432,0.000335,0.002865,0.980600,0.990053,0
1.5000,-4.9219,-0.198538,-0.137366,0.000999,0.002902,0.980610,0.990054,0
1.5000,-4.8438,-0.198434,-0.137273,0.001677,0.002973,0.980630,0.990062,0
1.5000,-4.7656,-0.198276,-0.137082,0.002350,0.003082,0.980660,0.990068,0
1.5000,-4.6875,-0.198067,-0.136873,0.003047,0.003225,0.980700,0.990082,0
1.5000,-4.6094,-0.197800,-0.136597,0.003750,0.003407,0.980752,0.990099,0
1.5000,-4.5312,-0.197481,-0.136211,0.004457,0.003623,0.980813,0.990111,0
1.5000,-4.4531,-0.197103,-0.135891,0.005225,0.003876,0.980885,0.990144,0
1.5000,-4.3750,-0.196664,-0.135345,0.005955,0.004166,0.980968,0.990159,0
1.5000,-4.2969,-0.196173,-0.134836,0.006744,0.004490,0.981062,0.990190,0
1.5000,-4.2188,-0.195611,-0.134340,0.007610,0.004853,0.981169,0.990237,0
1.5000,-4.1406,-0.194983,-0.133554,0.008390,0.005252,0.981287,0.990258,0
1.5000,-4.0625,-0.194300,-0.132816,0.009249,0.005683,0.981416,0.990298,0
1.5000,-3.9844,-0.193538,-0.132196,0.010279,0.006151,0.981559,0.990371,0
1.5000,-3.9062,-0.192694,-0.131295,0.011229,0.006659,0.981718,0.990422,0
1.5000,-3.8281,-0.191784,-0.130132,0.012061,0.007195,0.981887,0.990452,0
1.5000,-3.7500,-0.190809,-0.129066,0.013044,0.007759,0.982068,0.990509,0
1.5000,-3.6719,-0.189746,-0.128198,0.014313,0.008355,0.982264,0.990612,0
1.5000,-3.5938,-0.188573,-0.127339,0.015744,0.008991,0.982480,0.990740,0
1.5000,-3.5156,-0.187286,-0.126312,0.017167,0.009664,0.982715,0.990869,0
1.5000,-3.4375,-0.185890,-0.125075,0.018524,0.010370,0.982968,0.990992,0
1.5000,-3.3594,-0.184391,-0.123666,0.019842,0.011104,0.983237,0.991113,0
1.5000,-3.2812,-0.182790,-0.122130,0.021169,0.011861,0.983523,0.991239,0
1.5000,-3.2031,-0.181084,-0.120494,0.022536,0.012639,0.983825,0.991373,0
1.5000,-3.1250,-0.179269,-0.118766,0.023956,0.013434,0.984144,0.991518,0
1.5000,-3.0469,-0.177341,-0.116950,0.025436,0.014244,0.984479,0.991675,0
1.5000,-2.9688,-0.175294,-0.115046,0.026975,0.015066,0.984830,0.991845,0
1.5000,-2.8906,-0.173126,-0.113052,0.028571,0.015897,0.985199,0.992030,0
1.5000,-2.8125,-0.170830,-0.110971,0.030224,0.016733,0.985584,0.992229,0
1.5000,-2.7344,-0.168403,-0.108800,0.031931,0.017571,0.985986,0.992444,0
1.5000,-2.6562,-0.165841,-0.106542,0.033687,0.018408,0.986404,0.992674,0
1.5000,-2.5781,-0.163140,-0.104197,0.035489,0.019240,0.986839,0.992921,0
1.5000,-2.5000,-0.160296,-0.101767,0.037333,0.020063,0.987289,0.993185,0
1.5000,-2.4219,-0.157306,-0.099254,0.039213,0.020874,0.987754,0.993467,0
1.5000,-2.3438,-0.154169,-0.096661,0.041124,0.021670,0.988233,0.993765,0
1.5000,-2.2656,-0.150881,-0.093991,0.043060,0.022447,0.988724,0.994081,0
1.5000,-2.1875,-0.147441,-0.091248,0.045013,0.023202,0.989228,0.994413,0
1.5000,-2.1094,-0.143847,-0.088435,0.046976,0.023932,0.989742,0.994762,0
1.5000,-2.0312,-0.140101,-0.085556,0.048942,0.024634,0.990266,0.995127,0
1.5000,-1.9531,-0.136200,-0.082616,0.050904,0.025306,0.990796,0.995506,0
1.5000,-1.8750,-0.132147,-0.079620,0.052853,0.025947,0.991332,0.995898,0
1.5000,-1.7969,-0.127942,-0.076571,0.054782,0.026553,0.991871,0.996303,0
1.5000,-1.7188,-0.123587,-0.073475,0.056682,0.027124,0.992411,0.996718,0
1.5000,-1.6406,-0.119085,-0.070336,0.058546,0.027659,0.992951,0.997141,0
1.5000,-1.5625,-0.114439,-0.067158,0.060367,0.028157,0.993487,0.997569,0
1.5000,-1.4844,-0.109653,-0.063947,0.062136,0.028618,0.994018,0.998002,0
1.5000,-1.4062,-0.104731,-0.060704,0.063847,0.029041,0.994541,0.998435,0
1.5000,-1.3281,-0.099677,-0.057435,0.065495,0.029428,0.995053,0.998867,0
1.5000,-1.2500,-0.094497,-0.054143,0.067072,0.029779,0.995552,0.999294,0
1.5000,-1.1719,-0.089197,-0.050831,0.068573,0.030095,0.996035,0.999713,0
1.5000,-1.0938,-0.083782,-0.047502,0.069994,0.030378,0.996500,1.000122,0
1.5000,-1.0156,-0.078260,-0.044157,0.071331,0.030628,0.996945,1.000518,0
1.5000,-0.9375,-0.072637,-0.040800,0.072579,0.030849,0.997368,1.000898,0
1.5000,-0.8594,-0.066920,-0.037432,0.073736,0.031042,0.997765,1.001259,0
1.5000,-0.7812,-0.061116,-0.034055,0.074799,0.031208,0.998135,1.001598,0
1.5000,-0.7031,-0.055232,-0.030669,0.075765,0.031351,0.998477,1.001913,0
1.5000,-0.6250,-0.049277,-0.027277,0.076634,0.031472,0.998787,1.002202,0
1.5000,-0.5469,-0.043258,-0.023879,0.077402,0.031573,0.999065,1.002462,0
1.5000,-0.4688,-0.037183,-0.020477,0.078070,0.031656,0.999309,1.002692,0
1.5000,-0.3906,-0.031060,-0.017070,0.078636,0.031723,0.999518,1.002889,0
1.5000,-0.3125,-0.024896,-0.013660,0.079100,0.031775,0.999690,1.003052,0
1.5000,-0.2344,-0.018701,-0.010247,0.079462,0.031815,0.999825,1.003181,0
1.5000,-0.1562,-0.012480,-0.006832,0.079720,0.031842,0.999922,1.003273,0
1.5000,-0.0781,-0.006244,-0.003417,0.079875,0.031858,0.999981,1.003329,0
1.5000,0.0000,-0.000000,-0.000000,0.079927,0.031863,1.000000,1.003347,0
1.5000,0.0781,0.006244,0.003417,0.079875,0.031858,0.999981,1.003329,0
1.5000,0.1562,0.012480,0.006832,0.079720,0.031842,0.999922,1.003273,0
1.5000,0.2344,0.018701,0.010247,0.079462,0.031815,0.999825,1.003181,0
1.5000,0.3125,0.024896,0.013660,0.079100,0.031775,0.999690,1.003052,0
1.5000,0.3906,0.031060,0.017070,0.078636,0.031723,0.999518,1.002889,0
1.5000,0.4688,0.037183,0.020477,0.078070,0.031656,0.999309,1.002692,0
1.5000,0.5469,0.043258,0.023879,0.077402,0.031573,0.999065,1.002462,0
1.5000,0.6250,0.049277,0.027277,0.076634,0.031472,0.998787,1.002202,0
1.5000,0.7031,0.055232,0.030669,0.075765,0.031351,0.998477,1.001913,0
1.5000,0.7812,0.061116,0.034055,0.074799,0.031208,0.998135,1.001598,0
1.5000,0.8594,0.066920,0.037432,0.073736,0.031042,0.997765,1.001259,0
1.5000,0.9375,0.072637,0.040800,0.072579,0.030849,0.997368,1.000898,0
1.5000,1.0156,0.078260,0.044157,0.071331,0.030628,0.996945,1.000518,0
1.5000,1.0938,0.083782,0.047502,0.069994,0.030378,0.996500,1.000122,0
1.5000,1.1719,0.089197,0.050831,0.068573,0.030095,0.996035,0.999713,0
1.5000,1.2500,0.094497,0.054143,0.067072,0.029779,0.995552,0.999294,0
1.5000,1.3281,0.099677,0.057435,0.065495,0.029428,0.995053,0.998867,0
1.5000,1.4062,0.104731,0.060704,0.063847,0.029041,0.994541,0.998435,0
1.5000,1.4844,0.109653,0.063947,0.062136,0.028618,0.994018,0.998002,0
1.5000,1.5625,0.114439,0.067158,0.060367,0.028157,0.993487,0.997569,0
1.5000,1.6406,0.119085,0.070336,0.058546,0.027659,0.992951,0.997141,0
1.5000,1.7188,0.123587,0.073475,0.056682,0.027124,0.992411,0.996718,0
1.5000,1.7969,0.127942,0.076571,0.054782,0.026553,0.991871,0.996303,0
1.5000,1.8750,0.132147,0.079620,0.052853,0.025947,0.991332,0.995898,0
1.5000,1.9531,0.136200,0.082616,0.050904,0.025306,0.990796,0.995506,0
1.5000,2.0312,0.140101,0.085556,0.048942,0.024634,0.990266,0.995127,0
1.5000,2.1094,0.143847,0.088435,0.046976,0.023932,0.989742,0.994762,0
1.5000,2.1875,0.147441,0.091248,0.045013,0.023202,0.989228,0.994413,0
1.5000,2.2656,0.150881,0.093991,0.043060,0.022447,0.988724,0.994081,0
1.5000,2.3438,0.154169,0.096661,0.041124,0.021670,0.988233,0.993765,0
1.5000,2.4219,0.157306,0.099254,0.039213,0.020874,0.987754,0.993467,0
1.5000,2.5000,0.160296,0.101767,0.037333,0.020063,0.987289,0.993185,0
1.5000,2.5781,0.163140,0.104197,0.035489,0.019240,0.986839,0.992921,0
1.5000,2.6562,0.165841,0.106542,0.033687,0.018408,0.986404,0.992674,0
1.5000,2.7344,0.168403,0.108800,0.031931,0.017571,0.985986,0.992444,0
1.5000,2.8125,0.170830,0.110971,0.030224,0.016733,0.985584,0.992229,0
1.5000,2.8906,0.173126,0.113052,0.028571,0.015897,0.985199,0.992030,0
1.5000,2.9688,0.175294,0.115046,0.026974,0.015066,0.984830,0.991845,0
1.5000,3.0469,0.177341,0.116950,0.025435,0.014244,0.984479,0.991675,0
1.5000,3.1250,0.179269,0.118764,0.023953,0.013434,0.984144,0.991517,0
1.5000,3.2031,0.181083,0.120486,0.022525,0.012639,0.983825,0.991371,0
1.5000,3.2812,0.182788,0.122104,0.021134,0.011862,0.983524,0.991235,0
1.5000,3.3594,0.184385,0.123589,0.019747,0.011106,0.983239,0.991103,0
1.5000,3.4375,0.185874,0.124893,0.018314,0.010377,0.982971,0.990969,0
1.5000,3.5156,0.187247,0.125974,0.016807,0.009680,0.982722,0.990829,0
1.5000,3.5938,0.188500,0.126876,0.015288,0.009021,0.982493,0.990689,0
1.5000,3.6719,0.189636,0.127791,0.013940,0.008401,0.982285,0.990577,0
1.5000,3.7500,0.190678,0.128923,0.012898,0.007814,0.982092,0.990514,0
1.5000,3.8281,0.191651,0.130163,0.012017,0.007253,0.981912,0.990480,0
1.5000,3.9062,0.192555,0.131122,0.011007,0.006721,0.981743,0.990423,0
1.5000,3.9844,0.193371,0.131779,0.009908,0.006228,0.981591,0.990345,0
1.5000,4.0625,0.194103,0.132565,0.008992,0.005774,0.981453,0.990300,0
1.5000,4.1406,0.194776,0.133404,0.008160,0.005352,0.981326,0.990276,0
1.5000,4.2188,0.195379,0.133932,0.007234,0.004968,0.981213,0.990225,0
1.5000,4.2969,0.195906,0.134475,0.006390,0.004624,0.981113,0.990191,0
1.5000,4.3750,0.196377,0.135059,0.005608,0.004315,0.981023,0.990174,0
1.5000,4.4531,0.196782,0.135400,0.004785,0.004046,0.980946,0.990138,0
1.5000,4.5312,0.197125,0.135812,0.004027,0.003815,0.980881,0.990124,0
1.5000,4.6094,0.197412,0.136107,0.003272,0.003622,0.980826,0.990106,0
1.5000,4.6875,0.197636,0.136331,0.002524,0.003468,0.980783,0.990091,0
1.5000,4.7656,0.197806,0.136535,0.001802,0.003352,0.980750,0.990084,0
1.5000,4.8438,0.197917,0.136634,0.001073,0.003275,0.980729,0.990075,0
1.5000,4.9219,0.197974,0.136704,0.000360,0.003237,0.980718,0.990073,0
3.0000,-5.0000,-0.575302,-0.387991,0.001457,0.016112,0.854627,0.929982,0
3.0000,-4.9219,-0.575075,-0.387805,0.004373,0.016154,0.854728,0.930019,0
3.0000,-4.8438,-0.574619,-0.387430,0.007301,0.016237,0.854930,0.930092,0
3.0000,-4.7656,-0.573934,-0.386872,0.010243,0.016361,0.855234,0.930204,0
3.0000,-4.6875,-0.573019,-0.386120,0.013211,0.016523,0.855639,0.930351,0
3.0000,-4.6094,-0.571870,-0.385194,0.016209,0.016722,0.856148,0.930544,0
3.0000,-4.5312,-0.570486,-0.384058,0.019240,0.016956,0.856759,0.930769,0
3.0000,-4.4531,-0.568864,-0.382767,0.022318,0.017221,0.857476,0.931051,0
3.0000,-4.3750,-0.566999,-0.381248,0.025434,0.017514,0.858298,0.931363,0
3.0000,-4.2969,-0.564890,-0.379585,0.028612,0.017831,0.859226,0.931740,0
3.0000,-4.2188,-0.562528,-0.377698,0.031836,0.018170,0.860263,0.932155,0
3.0000,-4.1406,-0.559915,-0.375638,0.035123,0.018524,0.861408,0.932630,0
3.0000,-4.0625,-0.557040,-0.373409,0.038479,0.018890,0.862664,0.933169,0
3.0000,-3.9844,-0.553903,-0.370939,0.041881,0.019264,0.864030,0.933749,0
3.0000,-3.9062,-0.550496,-0.368355,0.045375,0.019640,0.865510,0.934420,0
3.0000,-3.8281,-0.546813,-0.365525,0.048917,0.020016,0.867104,0.935137,0
3.0000,-3.7500,-0.542853,-0.362516,0.052525,0.020384,0.868811,0.935927,0
3.0000,-3.6719,-0.538606,-0.359381,0.056229,0.020741,0.870634,0.936815,0
3.0000,-3.5938,-0.534067,-0.355968,0.059959,0.021084,0.872573,0.937746,0
3.0000,-3.5156,-0.529237,-0.352422,0.063772,0.021406,0.874626,0.938775,0
3.0000,-3.4375,-0.524103,-0.348735,0.067677,0.021705,0.876797,0.939906,0
3.0000,-3.3594,-0.518663,-0.344757,0.071587,0.021978,0.879084,0.941083,0
3.0000,-3.2812,-0.512918,-0.340651,0.075574,0.022219,0.881483,0.942366,0
3.0000,-3.2031,-0.506855,-0.336433,0.079662,0.022427,0.883998,0.943768,0
3.0000,-3.1250,-0.500470,-0.331919,0.083738,0.022601,0.886626,0.945219,0
3.0000,-3.0469,-0.493770,-0.327211,0.087839,0.022735,0.889362,0.946754,0
3.0000,-2.9688,-0.486746,-0.322444,0.092060,0.022828,0.892206,0.948428,0
3.0000,-2.8906,-0.479386,-0.317463,0.096310,0.022883,0.895157,0.950186,0
3.0000,-2.8125,-0.471697,-0.312168,0.100497,0.022896,0.898209,0.951984,0
3.0000,-2.7344,-0.463683,-0.306720,0.104716,0.022863,0.901355,0.953878,0
3.0000,-2.6562,-0.455335,-0.301219,0.109054,0.022788,0.904594,0.955910,0
3.0000,-2.5781,-0.446644,-0.295532,0.113421,0.022675,0.907923,0.958031,0
3.0000,-2.5000,-0.437613,-0.289519,0.117692,0.022523,0.911336,0.960180,0
3.0000,-2.4219,-0.428254,-0.283228,0.121879,0.022328,0.914820,0.962366,0
3.0000,-2.3438,-0.418570,-0.276800,0.126093,0.022090,0.918369,0.964640,0
3.0000,-2.2656,-0.408552,-0.270307,0.130407,0.021816,0.921978,0.967028,0
3.0000,-2.1875,-0.398194,-0.263708,0.134790,0.021511,0.925641,0.969514,0
3.0000,-2.1094,-0.387491,-0.256917,0.139162,0.021182,0.929352,0.972059,0
3.0000,-2.0312,-0.376449,-0.249873,0.143454,0.020832,0.933099,0.974630,0
3.0000,-1.9531,-0.365076,-0.242561,0.147638,0.020460,0.936870,0.977212,0
3.0000,-1.8750,-0.353381,-0.234993,0.151715,0.020070,0.940653,0.979800,0
3.0000,-1.7969,-0.341371,-0.227190,0.155696,0.019663,0.944434,0.982392,0
3.0000,-1.7188,-0.329053,-0.219169,0.159591,0.019242,0.948201,0.984985,0
3.0000,-1.6406,-0.316435,-0.210937,0.163399,0.018810,0.951942,0.987571,0
3.0000,-1.5625,-0.303522,-0.202502,0.167118,0.018371,0.955641,0.990142,0
3.0000,-1.4844,-0.290323,-0.193867,0.170740,0.017928,0.959287,0.992689,0
3.0000,-1.4062,-0.276844,-0.185034,0.174256,0.017485,0.962865,0.995201,0
3.0000,-1.3281,-0.263095,-0.176007,0.177656,0.017045,0.966361,0.997665,0
3.0000,-1.2500,-0.249085,-0.166789,0.180931,0.016611,0.969760,1.000072,0
3.0000,-1.1719,-0.234825,-0.157386,0.184070,0.016188,0.973048,1.002408,0
3.0000,-1.0938,-0.220324,-0.147802,0.187063,0.015777,0.976210,1.004662,0
3.0000,-1.0156,-0.205596,-0.138045,0.189900,0.015383,0.979231,1.006823,0
3.0000,-0.9375,-0.190653,-0.128122,0.192572,0.015007,0.982097,1.008878,0
3.0000,-0.8594,-0.175507,-0.118042,0.195070,0.014651,0.984794,1.010818,0
3.0000,-0.7812,-0.160173,-0.107813,0.197384,0.014319,0.987308,1.012630,0
3.0000,-0.7031,-0.144666,-0.097447,0.199505,0.014013,0.989626,1.014304,0
3.0000,-0.6250,-0.129000,-0.086953,0.201426,0.013733,0.991737,1.015832,0
3.0000,-0.5469,-0.113193,-0.076345,0.203140,0.013483,0.993628,1.017202,0
3.0000,-0.4688,-0.097260,-0.065634,0.204640,0.013263,0.995289,1.018408,0
3.0000,-0.3906,-0.081218,-0.054834,0.205919,0.013075,0.996711,1.019442,0
3.0000,-0.3125,-0.065085,-0.043959,0.206973,0.012920,0.997886,1.020296,0
3.0000,-0.2344,-0.048878,-0.033023,0.207797,0.012798,0.998807,1.020967,0
